"Player","Team","Year","Rk","Pos","Age.x","G.x","PA","AB","R","H","X2B.x","X3B.x","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS.","TB","GDP","HBP","SH","SF","IBB","source.x","Age.y","X","B","T","Ht","Wt","DoB","Yrs","G.y","GS","Batting","Defense","P","C","X1B","X2B.y","X3B.y","SS","LF","CF","RF","OF","DH","PH","PR","WAR","Salary","X.1","source.y"
"reed johnson","TOR",2004,6,"LF",27,141,582,537,68,145,25,2,10,61,6,3,28,98,0.27,0.32,0.38,0.699,79,204,17,12,3,2,2,"data1",27,"us US","R","R","5' 10""",185,"Dec 8, 1976","2",141,125,141,137,0,0,0,0,0,0,57,33,53,137,4,9,1,0.3,"$318,000","","data2"
"reed johnson","TOR",2005,11,"OF",28,142,439,398,55,107,21,6,8,58,5,6,22,82,0.269,0.332,0.412,0.744,96,164,8,16,2,1,1,"data1",28,"us US","R","R","5' 10""",185,"Dec 8, 1976","3",142,90,142,139,0,0,0,0,0,0,118,9,35,139,0,22,3,2,"$342,000","","data2"
"reed johnson","TOR",2006,10,"OF",29,134,517,461,86,147,34,2,12,49,8,2,33,81,0.319,0.39,0.479,0.869,124,221,9,21,1,1,4,"data1",29,"us US","R","R","5' 10""",185,"Dec 8, 1976","4",134,104,134,133,0,0,0,0,0,0,100,16,30,133,1,8,7,5.1,"$1,425,000","","data2"
"reed johnson","TOR",2007,11,"LF",30,79,307,275,31,65,13,2,2,14,4,2,16,56,0.236,0.305,0.32,0.625,66,88,7,11,5,0,0,"data1",30,"us US","R","R","5' 10""",185,"Dec 8, 1976","5",79,63,79,78,0,0,0,0,0,0,70,1,8,78,1,3,1,-0.2,"$3,075,000","","data2"
"reggie abercrombie","MIA",2006,7,"CF",25,111,281,255,39,54,12,2,5,24,6,5,18,78,0.212,0.271,0.333,0.604,58,85,2,3,4,1,2,"data1",25,"us US","R","R","6' 3""",215,"Jul 15, 1980","1st",111,67,111,93,0,0,0,0,0,0,3,87,13,93,0,11,13,-0.7,"$327,000","","data2"
"reggie abercrombie","MIA",2007,16,"CF",26,35,80,76,16,15,3,0,2,5,7,1,2,22,0.197,0.238,0.316,0.553,44,24,1,2,0,0,0,"data1",26,"us US","R","R","6' 3""",215,"Jul 15, 1980","2",35,17,35,19,0,0,0,0,0,0,3,17,2,19,0,9,9,0.1,"","","data2"
"reggie sanders","KCR",2006,8,"RF",38,88,358,325,45,80,23,1,11,49,7,7,28,86,0.246,0.304,0.425,0.729,86,138,10,1,0,4,3,"data1",38,"us US","R","R","6' 0""",180,"Dec 1, 1967","16",88,82,88,73,0,0,0,0,0,0,0,0,73,73,13,4,1,0.3,"$5,000,000","","data2"
"reggie sanders","KCR",2007,17,"OF",39,24,85,73,12,23,7,0,2,11,0,1,11,15,0.315,0.412,0.493,0.905,138,36,2,1,0,0,0,"data1",39,"us US","R","R","6' 0""",180,"Dec 1, 1967","17",24,20,24,17,0,0,0,0,0,0,9,0,9,17,7,2,2,0.5,"$5,000,000","","data2"
"reggie sanders","PIT",2003,8,"RF",35,130,498,453,74,129,27,4,31,87,15,5,38,110,0.285,0.345,0.567,0.913,131,257,10,5,0,2,4,"data1",35,"us US","R","R","6' 0""",180,"Dec 1, 1967","13",130,114,130,120,0,0,0,0,0,0,39,0,91,120,2,15,1,3.1,"$1,000,000","","data2"
"reggie sanders","STL",2004,8,"RF",36,135,487,446,64,116,27,3,22,67,21,5,33,118,0.26,0.315,0.482,0.797,103,215,5,4,1,3,5,"data1",36,"us US","R","R","6' 0""",180,"Dec 1, 1967","14",135,113,135,119,0,0,0,0,0,0,38,0,81,119,1,18,1,1.5,"$2,000,000","","data2"
"reggie sanders","STL",2005,6,"LF",37,93,329,295,49,80,14,2,21,54,14,1,28,75,0.271,0.34,0.546,0.886,127,161,8,4,0,2,1,"data1",37,"us US","R","R","6' 0""",180,"Dec 1, 1967","15",93,79,93,81,0,0,0,0,0,0,80,0,1,81,1,13,0,2,"$4,000,000","","data2"
"reggie taylor","CIN",2003,16,"CF",26,100,194,180,17,39,5,2,5,19,7,0,11,68,0.217,0.266,0.35,0.616,63,63,4,1,2,0,0,"data1",26,"us US","L","R","6' 1""",175,"Jan 12, 1977","4",100,30,100,60,0,0,0,0,0,0,13,49,3,60,0,49,6,-0.4,"$334,000","","data2"
"reggie taylor","TBR",2005,20,"CF",28,11,24,22,2,4,2,0,0,1,2,0,2,7,0.182,0.25,0.273,0.523,41,6,0,0,0,0,0,"data1",28,"us US","L","R","6' 1""",175,"Jan 12, 1977","5",11,5,11,10,0,0,0,0,0,0,0,9,1,10,0,3,0,0,"","","data2"
"reggie willits","LAA",2006,19,"CF",25,28,58,45,12,12,1,0,0,2,4,3,11,10,0.267,0.411,0.289,0.7,87,13,0,0,2,0,0,"data1",25,"us US","B","R","5' 11""",185,"May 30, 1981","1st",28,11,28,20,0,0,0,0,0,0,0,19,1,20,2,4,6,0.2,"","","data2"
"reggie willits","LAA",2007,10,"OF",26,136,518,430,74,126,20,1,0,34,27,8,69,83,0.293,0.391,0.344,0.735,96,148,7,3,11,5,2,"data1",26,"us US","B","R","5' 11""",185,"May 30, 1981","2",136,118,136,118,0,0,0,0,0,0,64,30,31,118,15,8,4,0.7,"$382,500","","data2"
"rene reyes","COL",2003,13,"RF",25,53,123,116,13,30,7,1,2,7,2,1,5,19,0.259,0.287,0.388,0.675,64,45,3,0,1,1,0,"data1",25,"ve VE","B","R","5' 11""",175,"Feb 21, 1978","1st",53,23,53,36,0,0,0,0,0,0,11,5,24,36,0,18,1,0,"","","data2"
"rene reyes","COL",2004,20,"OF",26,28,66,61,5,9,2,0,0,1,0,0,5,17,0.148,0.212,0.18,0.392,-2,11,0,0,0,0,2,"data1",26,"ve VE","B","R","5' 11""",175,"Feb 21, 1978","2",28,12,28,21,0,0,0,0,0,0,1,16,4,21,0,8,1,-0.7,"$300,000","","data2"
"rene rivera","SEA",2004,25,"C",20,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",20,"pr PR","R","R","5' 10""",215,"Jul 31, 1983","1st",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,-0.1,"","","data2"
"rene rivera","SEA",2005,19,"C",21,16,50,48,3,19,3,0,1,6,0,0,1,11,0.396,0.408,0.521,0.929,151,25,0,0,1,0,0,"data1",21,"pr PR","R","R","5' 10""",215,"Jul 31, 1983","2",16,12,16,15,0,15,0,0,0,0,0,0,0,0,0,2,0,0.5,"","","data2"
"rene rivera","SEA",2006,13,"C",22,35,106,99,8,15,4,0,2,4,1,0,3,29,0.152,0.184,0.253,0.437,13,25,2,1,3,0,0,"data1",22,"pr PR","R","R","5' 10""",215,"Jul 31, 1983","3",35,30,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,-0.5,"","","data2"
"renyel pinto","MIA",2006,32,"P",23,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,"data1",23,"ve VE","L","L","6' 4""",280,"Jul 8, 1982","1st",27,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"","","data2"
"renyel pinto","MIA",2007,33,"P",24,54,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,"data1",24,"ve VE","L","L","6' 4""",280,"Jul 8, 1982","2",57,0,54,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$380,000","","data2"
"rey ordonez","CHC",2004,17,"SS",33,23,67,61,2,10,3,0,1,5,0,0,2,14,0.164,0.19,0.262,0.453,15,16,1,0,4,0,0,"data1",33,"cu CU","R","R","5' 9""",160,"Jan 11, 1971","9",23,17,23,22,0,0,0,0,0,22,0,0,0,0,0,1,0,-0.4,"","","data2"
"rey ordonez","TBR",2003,14,"SS",32,34,124,117,14,37,11,0,3,22,0,2,2,12,0.316,0.328,0.487,0.815,116,57,3,1,2,2,0,"data1",32,"cu CU","R","R","5' 9""",160,"Jan 11, 1971","8",34,32,34,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0.7,"$6,500,000","","data2"
"rey sanchez","NYM",2003,15,"SS",35,56,183,174,11,36,3,1,0,12,1,1,8,18,0.207,0.24,0.236,0.476,27,41,7,0,0,1,2,"data1",35,"pr PR","R","R","5' 10""",180,"Oct 5, 1967","13",56,46,56,54,0,0,0,12,0,42,0,0,0,0,0,2,2,-1,"$1,300,000","","data2"
"rey sanchez","NYY",2005,15,"MI",37,23,48,43,7,12,1,0,0,2,0,1,2,3,0.279,0.326,0.302,0.628,71,13,2,1,2,0,0,"data1",37,"pr PR","R","R","5' 10""",180,"Oct 5, 1967","15",23,10,23,19,0,0,0,9,1,10,0,0,0,0,2,5,2,-0.4,"$600,000","","data2"
"rey sanchez","SEA",2003,13,"SS",35,46,186,170,22,50,5,1,0,11,1,0,8,21,0.294,0.33,0.335,0.665,81,57,3,2,4,2,1,"data1",35,"pr PR","R","R","5' 10""",180,"Oct 5, 1967","13",46,44,46,46,0,0,0,0,0,46,0,0,0,0,0,0,0,1.1,"","","data2"
"rey sanchez","TBR",2004,3,"2B",36,91,307,285,23,70,14,3,2,26,0,1,12,28,0.246,0.281,0.337,0.617,63,96,6,3,4,3,0,"data1",36,"pr PR","R","R","5' 10""",180,"Oct 5, 1967","14",91,82,91,89,0,0,0,87,0,4,0,0,0,0,0,4,0,1.5,"$1,000,000","","data2"
"reynaldo garcia","TEX",2003,35,"P",29,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",29,"do DO","R","R","6' 3""",170,"Apr 15, 1974","2",17,0,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$300,000","","data2"
"rheal cormier","CIN",2006,44,"P",39,21,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",39,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","15",21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"rheal cormier","CIN",2007,44,"P",40,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",40,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","16",6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$2,250,000","","data2"
"rheal cormier","PHI",2003,27,"P",36,61,3,2,1,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,221,1,0,0,0,0,0,"data1",36,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","12",65,0,61,65,65,0,0,0,0,0,0,0,0,0,0,0,0,2.7,"$2,983,333","","data2"
"rheal cormier","PHI",2004,33,"P",37,79,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",37,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","13",84,0,79,84,84,0,0,0,0,0,0,0,0,0,0,0,0,1.6,"$3,000,000","","data2"
"rheal cormier","PHI",2005,34,"P",38,52,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0,"data1",38,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","14",57,0,52,57,57,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,"$2,250,000","","data2"
"rheal cormier","PHI",2006,39,"P",39,39,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",39,"ca CA","L","L","5' 10""",185,"Apr 23, 1967","15",43,0,39,43,43,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"$2,500,000","","data2"
"ricardo rincon","OAK",2003,37,"P",33,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",33,"mx MX","L","L","5' 10""",190,"Apr 13, 1970","7",64,0,3,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1.3,"$1,700,000","","data2"
"ricardo rincon","OAK",2004,35,"P",34,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"mx MX","L","L","5' 10""",190,"Apr 13, 1970","8",67,0,4,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0.6,"$1,750,000","","data2"
"ricardo rincon","OAK",2005,40,"P",35,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",35,"mx MX","L","L","5' 10""",190,"Apr 13, 1970","9",67,0,3,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$1,900,000","","data2"
"ricardo rincon","STL",2006,41,"P",36,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",36,"mx MX","L","L","5' 10""",190,"Apr 13, 1970","10",5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"$1,200,000","","data2"
"ricardo rodriguez","CLE",2003,28,"P",25,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",25,"do DO","L","R","6' 3""",195,"May 21, 1978","2",15,15,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,"$302,400","","data2"
"ricardo rodriguez","TEX",2004,28,"P",26,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,"data1",26,"do DO","L","R","6' 3""",195,"May 21, 1978","3",5,4,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"","","data2"
"ricardo rodriguez","TEX",2005,24,"P",27,2,3,3,0,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667,75,1,0,0,0,0,0,"data1",27,"do DO","L","R","6' 3""",195,"May 21, 1978","4",12,10,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"","","data2"
"rich aurilia","CIN",2005,3,"2B",33,114,468,426,61,120,23,2,14,68,2,0,37,67,0.282,0.338,0.444,0.782,104,189,8,1,1,3,2,"data1",33,"us US","R","R","6' 0""",170,"Sep 2, 1971","11",114,107,114,109,0,0,0,68,18,30,0,0,0,0,0,6,0,1.6,"$600,000","","data2"
"rich aurilia","CIN",2006,10,"IF",34,122,481,440,61,132,25,1,23,70,3,0,34,51,0.3,0.349,0.518,0.867,115,228,10,1,2,4,1,"data1",34,"us US","R","R","6' 0""",170,"Sep 2, 1971","12",122,106,122,115,0,0,47,10,52,26,0,0,0,0,1,12,0,1.4,"$1,300,000","","data2"
"rich aurilia","SDP",2004,11,"3B",32,51,158,138,22,35,8,2,2,16,0,0,15,28,0.254,0.331,0.384,0.715,93,53,2,2,1,2,0,"data1",32,"us US","R","R","6' 0""",170,"Sep 2, 1971","10",51,34,51,41,0,0,1,7,29,6,0,0,0,0,0,10,0,0.1,"","","data2"
"rich aurilia","SEA",2004,4,"SS",32,73,292,261,27,63,13,0,4,28,1,0,22,43,0.241,0.304,0.337,0.641,70,88,10,2,6,1,1,"data1",32,"us US","R","R","6' 0""",170,"Sep 2, 1971","10",73,71,73,73,0,0,0,0,0,73,0,0,0,0,0,1,0,0.3,"$3,150,000","","data2"
"rich aurilia","SFG",2003,4,"SS",31,129,545,505,65,140,26,1,13,58,2,2,36,82,0.277,0.325,0.41,0.735,91,207,18,1,0,3,0,"data1",31,"us US","R","R","6' 0""",170,"Sep 2, 1971","9",129,124,129,123,0,0,0,0,0,123,0,0,0,0,1,5,0,0.8,"$6,250,000","","data2"
"rich aurilia","SFG",2007,9,"CI",35,99,358,329,40,83,19,2,5,33,0,0,22,45,0.252,0.304,0.368,0.672,73,121,8,4,0,3,1,"data1",35,"us US","R","R","6' 0""",170,"Sep 2, 1971","13",99,81,99,91,0,0,55,9,22,12,0,0,0,0,0,12,0,0.2,"$3,500,000","","data2"
"rich harden","OAK",2003,39,"P",21,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",21,"ca CA","L","R","6' 1""",190,"Nov 30, 1981","1st",15,13,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"","","data2"
"rich harden","OAK",2004,22,"P",22,2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0,"data1",22,"ca CA","L","R","6' 1""",190,"Nov 30, 1981","2",31,31,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,3.7,"","","data2"
"rich harden","OAK",2005,41,"P",23,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",23,"ca CA","L","R","6' 1""",190,"Nov 30, 1981","3",22,19,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,3.7,"$336,500","","data2"
"rich harden","OAK",2006,40,"P",24,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",24,"ca CA","L","R","6' 1""",190,"Nov 30, 1981","4",9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"$1,250,000","","data2"
"rich harden","OAK",2007,53,"P",25,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",25,"ca CA","L","R","6' 1""",190,"Nov 30, 1981","5",7,4,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$2,250,000","","data2"
"rich hill","CHC",2005,33,"P",25,9,6,6,1,2,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,73,2,0,0,0,0,0,"data1",25,"us US","L","L","6' 5""",220,"Mar 11, 1980","1st",10,4,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,"","","data2"
"rich hill","CHC",2006,27,"P",26,16,34,30,0,3,1,0,0,0,0,0,1,11,0.1,0.129,0.133,0.262,-33,4,0,0,3,0,0,"data1",26,"us US","L","L","6' 5""",220,"Mar 11, 1980","2",17,16,16,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1.4,"","","data2"
"rich hill","CHC",2007,29,"P",27,31,67,63,0,8,2,0,0,5,0,0,1,33,0.127,0.141,0.159,0.299,-24,10,1,0,3,0,0,"data1",27,"us US","L","L","6' 5""",220,"Mar 11, 1980","3",32,32,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.1,"$400,000","","data2"
"rich rodriguez","LAA",2003,42,"P",40,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",40,"us US","L","L","5' 10""",185,"Mar 1, 1963","13",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"","","data2"
"rich thompson","KCR",2004,33,"OF",25,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,"data1",25,"us US","L","R","6' 2""",190,"Apr 23, 1979","1st",6,0,6,3,0,0,0,0,0,0,1,0,2,3,1,0,5,0.1,"$300,000","","data2"
"rich thompson","LAA",2007,31,"P",22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",22,"au AU","R","R","6' 1""",210,"Jul 1, 1984","1st",7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"","","data2"
"richard hidalgo","HOU",2003,8,"RF",28,141,585,514,91,159,43,4,28,88,9,7,58,104,0.309,0.385,0.572,0.957,143,294,10,8,0,5,8,"data1",28,"ve VE","R","R","6' 3""",220,"Jun 28, 1975","7",141,137,141,137,0,0,0,0,0,0,0,0,137,137,1,4,0,5.7,"$8,500,000","","data2"
"richard hidalgo","HOU",2004,11,"RF",29,58,220,199,21,51,15,2,4,30,1,2,17,53,0.256,0.309,0.412,0.721,84,82,7,0,0,4,4,"data1",29,"ve VE","R","R","6' 3""",220,"Jun 28, 1975","8",58,51,58,56,0,0,0,0,0,0,0,0,56,56,0,3,0,0.2,"$12,500,000","","data2"
"richard hidalgo","NYM",2004,8,"RF",29,86,359,324,46,74,11,1,21,52,3,2,27,76,0.228,0.296,0.463,0.759,94,150,12,5,0,2,3,"data1",29,"ve VE","R","R","6' 3""",220,"Jun 28, 1975","8",86,86,86,86,0,0,0,0,0,0,5,0,83,86,0,0,0,0.9,"","","data2"
"richard hidalgo","TEX",2005,8,"RF",30,88,339,308,43,68,12,0,16,43,1,2,26,74,0.221,0.289,0.416,0.705,81,128,8,4,0,1,1,"data1",30,"ve VE","R","R","6' 3""",220,"Jun 28, 1975","9",88,81,88,85,0,0,0,0,0,0,0,3,83,85,1,4,0,0.6,"$5,000,000","","data2"
"richie sexson","ARI",2004,19,"1B",29,23,104,90,20,21,4,0,9,23,0,0,14,21,0.233,0.337,0.578,0.914,126,52,2,0,0,0,0,"data1",29,"us US","R","R","6' 7""",205,"Dec 29, 1974","8",23,23,23,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0.3,"$8,725,000","","data2"
"richie sexson","MIL",2003,2,"1B",28,162,718,606,97,165,28,2,45,124,2,3,98,151,0.272,0.379,0.548,0.927,140,332,18,9,0,5,7,"data1",28,"us US","R","R","6' 7""",205,"Dec 29, 1974","7",162,162,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0,3.2,"$5,125,000","All-Star","data2"
"richie sexson","SEA",2005,2,"1B",30,156,656,558,99,147,36,1,39,121,1,1,89,167,0.263,0.369,0.541,0.91,144,302,14,6,0,3,4,"data1",30,"us US","R","R","6' 7""",205,"Dec 29, 1974","9",156,156,156,151,0,0,151,0,0,0,0,0,0,0,5,0,0,3.9,"$6,000,000","","data2"
"richie sexson","SEA",2006,2,"1B",31,158,663,591,75,156,40,0,34,107,1,1,64,154,0.264,0.338,0.504,0.842,117,298,17,4,0,4,5,"data1",31,"us US","R","R","6' 7""",205,"Dec 29, 1974","10",158,157,158,150,0,0,150,0,0,0,0,0,0,0,8,1,0,2.7,"$13,000,000","","data2"
"richie sexson","SEA",2007,2,"1B",32,121,491,434,58,89,21,0,21,63,1,0,51,100,0.205,0.295,0.399,0.694,84,173,12,5,0,1,1,"data1",32,"us US","R","R","6' 7""",205,"Dec 29, 1974","11",121,118,121,116,0,0,116,0,0,0,0,0,0,0,3,3,0,-1.1,"$15,500,000","","data2"
"rick ankiel","STL",2004,28,"P",24,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,47,0,0,0,0,0,0,"data1",24,"us US","L","L","6' 1""",210,"Jul 19, 1979","4",5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,"$320,000","","data2"
"rick ankiel","STL",2007,14,"OF",27,47,190,172,31,49,8,1,11,39,1,0,13,41,0.285,0.328,0.535,0.863,120,92,3,0,1,4,0,"data1",27,"us US","L","L","6' 1""",210,"Jul 19, 1979","5",47,40,47,44,0,0,0,0,0,0,2,22,27,44,0,6,0,1.2,"","","data2"
"rick bauer","BAL",2003,32,"P",26,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",26,"us US","R","R","6' 6""",215,"Jan 10, 1977","3",35,0,4,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"$325,000","","data2"
"rick bauer","BAL",2004,36,"P",27,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",27,"us US","R","R","6' 6""",215,"Jan 10, 1977","4",23,2,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$335,000","","data2"
"rick bauer","BAL",2005,36,"P",28,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",28,"us US","R","R","6' 6""",215,"Jan 10, 1977","5",5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,"$350,000","","data2"
"rick bauer","TEX",2006,38,"P",29,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",29,"us US","R","R","6' 6""",215,"Jan 10, 1977","6",58,1,4,58,58,0,0,0,0,0,0,0,0,0,0,0,0,1.1,"","","data2"
"rick dehart","KCR",2003,31,"P",33,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",33,"us US","L","L","6' 1""",180,"Mar 21, 1970","4",4,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,"","","data2"
"rick helling","BAL",2003,28,"P",32,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,"data1",32,"us US","R","R","6' 3""",215,"Dec 15, 1970","10",24,24,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"$1,000,000","","data2"
"rick helling","MIA",2003,28,"P",32,11,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5,282,2,0,0,0,0,0,"data1",32,"us US","R","R","6' 3""",215,"Dec 15, 1970","10",11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","data2"
"rick helling","MIL",2005,28,"P",34,15,14,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,-100,0,1,0,1,0,0,"data1",34,"us US","R","R","6' 3""",215,"Dec 15, 1970","11",15,7,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"","","data2"
"rick helling","MIL",2006,34,"P",35,18,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,"data1",35,"us US","R","R","6' 3""",215,"Dec 15, 1970","12",20,2,18,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"$850,000","","data2"
"rick reed","MIN",2003,38,"P",38,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",38,"us US","R","R","6' 0""",195,"Aug 16, 1964","15",27,21,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.9,"$8,000,000","","data2"
"rick short","WSN",2005,24,"IF",32,11,17,15,4,6,2,0,2,4,0,0,1,1,0.4,0.471,0.933,1.404,265,14,0,1,0,0,0,"data1",32,"us US","R","R","6' 0""",200,"Dec 6, 1972","1st",11,3,11,7,0,0,1,6,0,0,0,0,0,0,0,5,0,0.3,"","","data2"
"rick van den hurk","MIA",2007,26,"P",22,17,27,23,1,1,0,0,0,0,0,0,1,12,0.043,0.083,0.043,0.127,-65,1,0,0,3,0,0,"data1",22,"nl NL","R","R","6' 5""",215,"May 22, 1985","1st",18,17,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,-1,"","","data2"
"rick white","CHW",2003,34,"P",34,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",34,"us US","R","R","6' 4""",215,"Dec 23, 1968","8",34,0,3,34,34,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,"$600,000","","data2"
"rick white","CIN",2006,48,"P",37,25,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",37,"us US","R","R","6' 4""",215,"Dec 23, 1968","11",26,0,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,"$600,000","","data2"
"rick white","CLE",2004,42,"P",35,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,"data1",35,"us US","R","R","6' 4""",215,"Dec 23, 1968","9",59,0,6,59,59,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,"","","data2"
